v_ego,a_ego,roll_lataccel,current_lataccel,steer_action,predicted_lataccel
33.66081964695643,0.0697003814791755,0.422254081611171,0.9350315270915028,0.0087234035289464,0.913978494623656
33.65520028481505,-0.0128070008909655,0.4218729724819594,0.9829995984993009,0.0087234035289464,0.9530791788856304
33.645373681057464,-0.0876459384495089,0.4156794324990337,0.9823740974924196,0.0087234035289464,0.9824046920821116
33.638457015861704,-0.0759239025904162,0.4094857265228073,0.9805936345655452,0.0087234035289464,0.9335288367546432
33.64081556319291,0.0028193685153314,0.401738042119206,0.9768409063244464,0.0087234035289464,1.050830889540567
33.640735811082955,0.0176980742434908,0.3938856066986994,0.9694934009967991,0.0087234035289464,0.7184750733137832
33.636110075171324,-0.0445532225336679,0.3858876456517803,0.9593378717353104,0.0087234035289464,-0.698924731182796
33.636283430572995,-0.0008953036001801,0.3776971022207102,0.9563531205207432,0.0087234035289464,0.4252199413489732
33.6256753170664,-0.0337493303238202,0.3695062951022373,0.9555821536445844,0.0087234035289464,0.7869012707722387
33.62275226148448,-0.01295097505085,0.361461688900007,0.959805023761181,0.0087234035289464,1.021505376344086
33.615324920203534,-0.060321615970125,0.3534233761916704,0.9401465642115588,0.0087234035289464,2.0869990224828934
33.60975670261897,-0.0484105033311505,0.3436370774016219,0.936562059691202,0.0087234035289464,-4.217986314760508
33.61257369259475,0.0090057331139934,0.3315602513882711,0.9314206330604492,0.0087234035289464,5.0
33.61474238948256,-0.003507277885872,0.3194829222860534,0.9111837330570666,0.0087234035289464,4.442815249266863
33.6310706438621,0.101786896216282,0.3079782420307008,0.8744806771807574,0.0087234035289464,-1.7448680351906156
33.627716467924195,0.0392405693261891,0.296501724244754,0.8436483842390793,0.0087234035289464,-4.042033235581623
33.62939436216317,0.0579091332893275,0.2807535348540031,0.8251624395114685,0.0087234035289464,5.0
33.631312300972404,0.0218726941785735,0.2593354591990225,0.7475194362244987,0.0087234035289464,5.0
33.638276814195024,0.0401814615966941,0.237916146417851,0.7016215909793354,0.0087234035289464,-3.836754643206256
33.639849181648785,0.0391416985204084,0.2222435470108271,0.6769279213065456,0.0087234035289464,5.0
33.63784286163287,-0.000707631657863,0.207002295785555,0.6503341737796666,0.0087234035289464,5.0
33.633581573745865,-0.0374594188331465,0.1873102902262196,0.5703352005306995,0.0087234035289464,-3.905180840664712
33.64452909847544,0.0454970801738642,0.1624679025442796,0.5268038680744593,0.0087234035289464,-5.0
33.646022276095884,0.0423475245525191,0.1376244726546333,0.410801538627868,0.0087234035289464,-5.0
33.63317401926288,-0.095262965240705,0.1214817731543846,0.3404856491280307,0.0087234035289464,-3.95405669599218
33.63780820117474,-0.0275535695997916,0.1060101736141841,0.3106341333067343,0.0087234035289464,-5.0
33.63017878050374,-0.0659619005558451,0.0899319224146002,0.1895507567447085,0.0087234035289464,-5.0
33.6328493657325,0.0136059350829016,0.0731271734882191,0.1719635090566191,0.0087234035289464,-5.0
33.63904280127819,0.0399106130553594,0.0563222099593132,0.0848772130368339,0.0087234035289464,-5.0
33.63986132110495,-0.0003443369318292,0.0368256497731226,0.070218447495999,0.0087234035289464,-1.392961876832845
33.64711250325824,0.0819410937010741,0.0171191115776262,0.0573244859855111,0.0087234035289464,-4.403714565004887
33.6406897699555,0.0035113266500535,-0.0011863188563766,0.0235351491597513,0.0087234035289464,-1.500488758553275
33.641537133559986,-0.0072596200905994,-0.0176599886650999,0.0029522049090667,0.0087234035289464,-1.7839687194525906
33.65155534957935,0.0302752387419727,-0.0341336086733443,-0.0022688316913747,0.0087234035289464,-0.0635386119257086
33.656761358715585,0.0540876776799499,-0.0430187678196663,-0.0386576771595068,0.0087234035289464,1.881720430107527
33.64438219112654,-0.0248987404874813,-0.0513654259727924,-0.0841322823414378,0.0087234035289464,5.0
33.641410584877654,-0.0577570436921097,-0.0580914230980244,-0.0808120813327486,0.0087234035289464,5.0
33.6483523924739,0.030633569839353,-0.0627133182083985,-0.0765571945884414,0.0087234035289464,5.0
33.656582701259424,0.0728434428629105,-0.0673351993975172,-0.0891596562869796,0.0087234035289464,5.0
33.65813404660512,0.0333217320944878,-0.0762867656677655,-0.1172691492061953,0.0087234035289464,5.0
33.64752255765389,-0.1067355242932389,-0.0854421444632518,-0.1243220481657977,0.0087234035289464,4.990224828934506
33.66086067647546,0.0272606961004379,-0.0948707804392084,-0.1176822504532899,0.0087234035289464,5.0
33.647966053584426,-0.0441577658600931,-0.1046684644274408,-0.1174223432750768,0.0087234035289464,5.0
33.655371822691684,0.0384482614190668,-0.1144660439990579,-0.1068475340975412,0.0087234035289464,-0.4545454545454541
33.67287673502032,0.11575665025889,-0.1190276033983222,-0.1113416198618786,0.0087234035289464,0.2492668621700877
33.68253196196661,0.1006779700614573,-0.1233192530735789,-0.0876428685811169,0.0087234035289464,-1.2170087976539588
33.66979913934625,-0.0086025014202449,-0.1259668370344807,-0.066367544062446,0.0087234035289464,-5.0
33.656275790149614,-0.1042641536888259,-0.1264410494730964,-0.062397650692203,0.0087234035289464,3.98338220918866
